field	field_role	type	n_present	missing_pct	values	association_status	action_block_assoc	action_recheck_assoc	action_enter_assoc	association_n
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quote_state	machine_decision_input	categorical	1383	92.1	"{""fresh"": 729, ""invalid"": 4, ""stale"": 649, ""unproven"": 1}"	computed_or_insufficient	0.04786	0.02845	0.08075	1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_activity_state	machine_decision_input	categorical	1383	92.1	"{""OBSERVATION_UNPROVEN"": 674, ""RECENT_TRADE"": 709}"	computed_or_insufficient	0.03816	0.00318	0.08665	1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_event_age_ms	machine_decision_input	numeric	1382	92.11	"{""max"": 205361.9999885559, ""mean"": 3074.3386383167053, ""min"": 548.0000972747803}"	computed_or_insufficient	0.05624	-0.04195	-0.02545	1382
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_receive_age_ms	machine_decision_input	numeric	1382	92.11	"{""max"": 204606.93287849426, ""mean"": 2388.872056207505, ""min"": 333.06312561035156}"	computed_or_insufficient	0.05929	-0.04493	-0.0253	1382
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.transport_epoch	machine_decision_input	numeric	1383	92.1	"{""max"": 2.0, ""mean"": 1.0535068691250904, ""min"": 1.0}"	identity_or_clock				1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.underlying_event_venue_proven	machine_decision_input	categorical	1383	92.1	"{""False"": 1383}"	computed_or_insufficient				1383
setup.mechanistic_context.micro_window.market_data_health.schema	machine_decision_input	categorical	2544	85.47	"{""kiwoom_market_data_health_v1"": 2544}"	computed_or_insufficient				2544
setup.mechanistic_context.micro_window.market_data_health.transport_receive_age_ms	machine_decision_input	numeric	2544	85.47	"{""max"": 7545.000076293945, ""mean"": 1534.1606085780281, ""min"": 260.9999179840088}"	computed_or_insufficient	0.01324	0.01191	-0.05247	2544
setup.mechanistic_context.micro_window.market_session	machine_decision_input	categorical	2297	86.88	"{""UNKNOWN"": 1497, ""krx_nxt_aftermarket"": 183, ""krx_regular"": 539, ""premarket_krx_like"": 78}"	computed_or_insufficient	0.39897	0.33547	0.20315	2297
setup.mechanistic_context.micro_window.reason	machine_decision_input	categorical	10055	42.57	"{""ending_depth_stale_or_missing"": 76, ""ending_depth_stale_or_missing,starting_depth_stale,trade_watermark_stale_or_missing"": 257, ""ending_depth_stale_or_missing,trade_watermark_stale_or_missing"": 1437, ""ending_depth_stale_or_missing,trade_watermark_stale_or_missing,window_source_invalid:ValueError"": 40, ""exact_route_missing_or_duplicate"": 5907, ""machine_payload_market_route_missing_or_conflicting"": 484, ""starting_depth_stale"": 41, ""trade_watermark_stale_or_missing"": 1729}"	computed_or_insufficient	0.25463	0.24028	0.08324	10055
setup.mechanistic_context.micro_window.route_identity_source	machine_decision_input	categorical	2297	86.88	"{""exact_integrated_market_route"": 418, ""exact_realtime_type_effective_venue"": 1879}"	computed_or_insufficient	0.27478	0.22991	0.13514	2297
setup.mechanistic_context.micro_window.sell_qty_halves.length	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 2.0, ""min"": 2.0}"	computed_or_insufficient				7454
setup.mechanistic_context.micro_window.sell_qty_halves.numeric_last	machine_decision_input	numeric	7454	57.43	"{""max"": 5827.0, ""mean"": 1.1455594311778912, ""min"": 0.0}"	computed_or_insufficient	0.01045	-0.01014	-0.00162	7454
setup.mechanistic_context.micro_window.sell_qty_halves.numeric_max	machine_decision_input	numeric	7454	57.43	"{""max"": 30142.0, ""mean"": 201.64086396565602, ""min"": 0.0}"	computed_or_insufficient	0.03818	-0.0353	-0.01327	7454
setup.mechanistic_context.micro_window.sell_qty_halves.numeric_mean	machine_decision_input	numeric	7454	57.43	"{""max"": 15071.0, ""mean"": 100.92997048564528, ""min"": 0.0}"	computed_or_insufficient	0.03821	-0.03533	-0.01329	7454
setup.mechanistic_context.micro_window.sell_qty_halves.numeric_min	machine_decision_input	numeric	7454	57.43	"{""max"": 448.0, ""mean"": 0.21907700563455862, ""min"": 0.0}"	computed_or_insufficient	0.00733	-0.00667	-0.003	7454
setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.length	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 2.0, ""min"": 2.0}"	computed_or_insufficient				7454
setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_last	machine_decision_input	numeric	7454	57.43	"{""max"": 11654.0, ""mean"": 2.2911188623557823, ""min"": 0.0}"	computed_or_insufficient	0.01045	-0.01014	-0.00162	7454
setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_max	machine_decision_input	numeric	7454	57.43	"{""max"": 60284.0, ""mean"": 403.28172793131205, ""min"": 0.0}"	computed_or_insufficient	0.03818	-0.0353	-0.01327	7454
setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_mean	machine_decision_input	numeric	7454	57.43	"{""max"": 30142.0, ""mean"": 201.85994097129057, ""min"": 0.0}"	computed_or_insufficient	0.03821	-0.03533	-0.01329	7454
setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_min	machine_decision_input	numeric	7454	57.43	"{""max"": 896.0, ""mean"": 0.43815401126911724, ""min"": 0.0}"	computed_or_insufficient	0.00733	-0.00667	-0.003	7454
setup.mechanistic_context.micro_window.source_quality_status	machine_decision_input	categorical	17509	0.0	"{""eligible"": 7454, ""source_gap"": 10055}"	computed_or_insufficient	0.03479	0.03495	0.0002	17509
setup.mechanistic_context.micro_window.source_sha256	machine_decision_input	categorical	7454	57.43	{}	identity_or_clock				7454
setup.mechanistic_context.symbol	machine_decision_input	categorical	17509	0.0	{}	high_cardinality				17509
setup.metric_role	machine_decision_input	categorical	17509	0.0	"{""ai_entry_setup_evidence_observation"": 17509}"	computed_or_insufficient				17509
setup.micro_recovery_observation.net_aggressive_delta_10t	machine_decision_input	numeric	17509	0.0	"{""max"": 93254.0, ""mean"": -70.74984293791765, ""min"": -57061.0}"	computed_or_insufficient	-0.10895	0.09271	0.07179	17509
setup.micro_recovery_observation.price_change_10t_pct	machine_decision_input	numeric	17509	0.0	"{""max"": 39.098, ""mean"": 0.005502941344451439, ""min"": -3.387}"	computed_or_insufficient	-0.04986	0.04059	0.04065	17509
setup.micro_recovery_observation.price_response	machine_decision_input	categorical	17509	0.0	"{""False"": 13511, ""True"": 3998}"	computed_or_insufficient	0.16706	0.13906	0.12325	17509
setup.micro_recovery_observation.source_usable	machine_decision_input	categorical	17509	0.0	"{""False"": 6269, ""True"": 11240}"	computed_or_insufficient	0.46896	0.45134	0.08673	17509
setup.micro_recovery_observation.tape_support	machine_decision_input	categorical	17509	0.0	"{""False"": 10287, ""True"": 7222}"	computed_or_insufficient	0.30267	0.27186	0.1386	17509
setup.observation_contract.actual_order_submitted	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.allowed_runtime_apply	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.broker_order_forbidden	machine_decision_input	categorical	17509	0.0	"{""True"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.decision_authority	machine_decision_input	categorical	17509	0.0	"{""offline_replay_and_attribution_only"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.forbidden_uses.contains:bot_restart	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:broker_or_safety_guard_bypass	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:provider_or_model_change	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:score_only_buy	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:standalone_live_entry	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:threshold_price_quantity_or_cap_change	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.contains:widget_runtime_or_policy_change	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.observation_contract.forbidden_uses.length	machine_decision_input	numeric	17509	0.0	"{""max"": 7.0, ""mean"": 7.0, ""min"": 7.0}"	computed_or_insufficient				17509
setup.observation_contract.metric_role	machine_decision_input	categorical	17509	0.0	"{""ai_entry_setup_evidence_observation"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.primary_decision_metric	machine_decision_input	categorical	17509	0.0	"{""candidate_probe_cost_adjusted_ev_pct"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.runtime_effect	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.sample_floor	machine_decision_input	categorical	17509	0.0	"{""one_exact_payload_starts_observation_only"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.source_quality_gate	machine_decision_input	categorical	17509	0.0	"{""exact_payload_fresh_same_route"": 17509}"	computed_or_insufficient				17509
setup.observation_contract.window_policy	machine_decision_input	categorical	17509	0.0	"{""same_exact_payload_completed_bar_snapshot"": 17509}"	computed_or_insufficient				17509
setup.positive_facts.contains:clean_continuation_probe_eligible	machine_decision_input	categorical	17509	0.0	"{""False"": 17332, ""True"": 177}"	computed_or_insufficient	0.12363	0.07438	0.21248	17509
setup.positive_facts.contains:early_session_probe_candidate	machine_decision_input	categorical	17509	0.0	"{""False"": 17264, ""True"": 245}"	computed_or_insufficient	0.14574	0.08198	0.27471	17509
setup.positive_facts.contains:early_session_structural_edge_floor	machine_decision_input	categorical	17509	0.0	"{""False"": 16473, ""True"": 1036}"	computed_or_insufficient	0.12846	0.08589	0.18424	17509
setup.positive_facts.contains:foreign_institutional_joint_buy	machine_decision_input	categorical	17509	0.0	"{""False"": 14237, ""True"": 3272}"	computed_or_insufficient	0.04528	0.0412	0.01849	17509
setup.positive_facts.contains:liquidity_supportive	machine_decision_input	categorical	17509	0.0	"{""False"": 11274, ""True"": 6235}"	computed_or_insufficient	0.08779	0.08389	0.01877	17509
setup.positive_facts.contains:micro_positive_price_response	machine_decision_input	categorical	17509	0.0	"{""False"": 17360, ""True"": 149}"	computed_or_insufficient	0.11334	0.11654	0.01076	17509
setup.positive_facts.contains:micro_trusted_buy_flow	machine_decision_input	categorical	17509	0.0	"{""False"": 17360, ""True"": 149}"	computed_or_insufficient	0.11334	0.11654	0.01076	17509
setup.positive_facts.contains:orderly_pullback_recovery	machine_decision_input	categorical	17509	0.0	"{""False"": 17083, ""True"": 426}"	computed_or_insufficient	0.02146	0.0259	0.01834	17509
setup.positive_facts.contains:program_flow_net_and_delta_buy	machine_decision_input	categorical	17509	0.0	"{""False"": 15034, ""True"": 2475}"	computed_or_insufficient	0.05108	0.04194	0.04015	17509
setup.positive_facts.contains:recovery_confirmation_probe_eligible	machine_decision_input	categorical	17509	0.0	"{""False"": 17505, ""True"": 4}"	computed_or_insufficient	0.01849	0.01202	0.13016	17509
setup.positive_facts.contains:structural_edge_floor	machine_decision_input	categorical	17509	0.0	"{""False"": 9873, ""True"": 7636}"	computed_or_insufficient	0.04336	0.01256	0.13205	17509
setup.positive_facts.contains:tape_supportive	machine_decision_input	categorical	17509	0.0	"{""False"": 11593, ""True"": 5916}"	computed_or_insufficient	0.25589	0.21917	0.16257	17509
setup.positive_facts.contains:trigger_confirmed	machine_decision_input	categorical	17509	0.0	"{""False"": 16477, ""True"": 1032}"	computed_or_insufficient	0.16809	0.05993	0.46404	17509
setup.positive_facts.contains:trusted_supportive_trigger	machine_decision_input	categorical	17509	0.0	"{""False"": 16477, ""True"": 1032}"	computed_or_insufficient	0.16809	0.05993	0.46404	17509
setup.positive_facts.contains:volume_confirmed	machine_decision_input	categorical	17509	0.0	"{""False"": 10276, ""True"": 7233}"	computed_or_insufficient	0.00708	0.00758	0.0625	17509
setup.positive_facts.length	machine_decision_input	numeric	17509	0.0	"{""max"": 10.0, ""mean"": 2.114169855502884, ""min"": 0.0}"	computed_or_insufficient	-0.2507	0.17352	0.33441	17509
setup.primary_decision_metric	machine_decision_input	categorical	17509	0.0	"{""candidate_probe_cost_adjusted_ev_pct"": 17509}"	computed_or_insufficient				17509
setup.recheck_reasons.contains:LARGE_SELL_EXHAUSTION_RECHECK	machine_decision_input	categorical	17509	0.0	"{""False"": 16863, ""True"": 646}"	computed_or_insufficient	0.07713	0.07224	0.02273	17509
setup.recheck_reasons.contains:MICRO_PRICE_RESPONSE_RECHECK	machine_decision_input	categorical	17509	0.0	"{""False"": 17360, ""True"": 149}"	computed_or_insufficient	0.11334	0.11654	0.01076	17509
setup.recheck_reasons.contains:SETUP_DISCOVERY_RECHECK	machine_decision_input	categorical	17509	0.0	"{""False"": 16940, ""True"": 569}"	computed_or_insufficient	0.22421	0.23055	0.02128	17509
setup.recheck_reasons.contains:TAIL_LIQUIDITY_RECHECK	machine_decision_input	categorical	17509	0.0	"{""False"": 17478, ""True"": 31}"	computed_or_insufficient	0.00116	1e-05	0.00489	17509
setup.recheck_reasons.contains:TRIGGER_CONFIRMATION_RECHECK	machine_decision_input	categorical	17509	0.0	"{""False"": 13720, ""True"": 3789}"	computed_or_insufficient	0.52742	0.54491	0.06103	17509
setup.recheck_reasons.length	machine_decision_input	numeric	17509	0.0	"{""max"": 2.0, ""mean"": 0.2960763036152836, ""min"": 0.0}"	computed_or_insufficient	-0.548	0.56878	-0.07455	17509
setup.risk_fact_bindings.ADVERSE_TAPE.contains:foreign_institutional_joint_sell	machine_decision_input	categorical	11822	32.48	"{""False"": 11139, ""True"": 683}"	computed_or_insufficient	0.09529	0.09556	0.00091	11822
setup.risk_fact_bindings.ADVERSE_TAPE.contains:program_flow_net_and_delta_sell	machine_decision_input	categorical	11822	32.48	"{""False"": 8112, ""True"": 3710}"	computed_or_insufficient	0.04064	0.03721	0.02272	11822
setup.risk_fact_bindings.ADVERSE_TAPE.contains:supportive_micro_tape_vs_program_net_sell	machine_decision_input	categorical	11822	32.48	"{""False"": 9008, ""True"": 2814}"	computed_or_insufficient	0.2711	0.25267	0.1234	11822
setup.risk_fact_bindings.ADVERSE_TAPE.contains:tape_adverse	machine_decision_input	categorical	11822	32.48	"{""False"": 3685, ""True"": 8137}"	computed_or_insufficient	0.30907	0.29272	0.11134	11822
setup.risk_fact_bindings.ADVERSE_TAPE.length	machine_decision_input	numeric	11822	32.48	"{""max"": 3.0, ""mean"": 1.297919133818305, ""min"": 1.0}"	computed_or_insufficient	-0.02794	0.02417	0.02449	11822
setup.risk_fact_bindings.CONFIRMATION_MISSING.contains:micro_continuation_unconfirmed	machine_decision_input	categorical	16863	3.69	"{""False"": 16714, ""True"": 149}"	computed_or_insufficient	0.11833	0.11895	0.00472	16863
setup.risk_fact_bindings.CONFIRMATION_MISSING.contains:no_supported_setup	machine_decision_input	categorical	16863	3.69	"{""False"": 13815, ""True"": 3048}"	computed_or_insufficient	0.46285	0.4658	0.02347	16863
setup.risk_fact_bindings.CONFIRMATION_MISSING.contains:tape_sample_too_thin	machine_decision_input	categorical	16863	3.69	"{""False"": 16111, ""True"": 752}"	computed_or_insufficient	0.06156	0.06273	0.0108	16863
setup.risk_fact_bindings.CONFIRMATION_MISSING.contains:trigger_confirmation_missing	machine_decision_input	categorical	16863	3.69	"{""False"": 728, ""True"": 16135}"	computed_or_insufficient	0.05339	0.07753	0.23524	16863
